2707,Majime ni Fumajime Kaiketsu Zorori,6.72,"Adventure, Kids",97,Nagoya Broadcasting Network,2023-02-17
2708,Wankorobee,Unknown,"Comedy, Fantasy, Kids",26,Unknown,2023-02-17
2709,Bakusou Kyoudai Let's & Go MAX,6.58,"Cars, Shounen, Sports",51,Unknown,2023-02-17
2710,Nintama Rantarou Movie,6.33,"Comedy, Shounen",1,Unknown,2023-02-17
2712,Shiratori Reiko de Gozaimasu!,Unknown,"Comedy, Romance",1,Unknown,2023-02-17
2713,Rockman.EXE Beast+,6.86,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",26,Unknown,2023-02-17
2714,Sotsugyou: Graduation,5.96,"Drama, School",2,Bandai Visual,2023-02-17
2715,Totsuzen! Neko no Kuni Banipal Witt,6.79,Adventure,1,"Pioneer LDC, AC Create",2023-02-17
2716,Urayasu Tekkin Kazoku,6.93,"Comedy, Shounen",33,TBS,2023-02-17
2717,Ginga Tetsudou Monogatari: Eien e no Bunkiten,6.86,"Action, Adventure, Space, Drama, Sci-Fi",24,"CBC, Planet",2023-02-17
2718,Umi no Triton,6.23,"Adventure, Fantasy, Shounen",27,Unknown,2023-02-17
2719,MapleStory,5.33,"Action, Kids, Fantasy, Comedy, Romance",25,"TV Tokyo, Dentsu, Nexon",2023-02-17
2721,Reinou Tantei Miko,5.79,"Comedy, Hentai",2,Unknown,2023-02-17
2722,Crusher Joe,6.83,"Action, Sci-Fi, Adventure, Space",1,Studio Nue,2023-02-17
2723,D4 Princess,6.1,"Action, Sci-Fi, Comedy, Magic, Mecha",24,Pony Canyon,2023-02-17
2724,Daicon Opening Animations,7.71,"Action, Sci-Fi, Adventure, Music, Mecha",2,Unknown,2023-02-17
2725,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,6.82,"Comedy, Magic, Parody, Police, Sci-Fi, Shounen, Space",1,Pioneer LDC,2023-02-17
2726,Sukeban Deka,6.46,"Action, Police, Drama, School, Shoujo",2,"Hakusensha, Big Bang",2023-02-17
2727,Sweet Valerian,5.77,"Action, Comedy, Magic, School, Shoujo",18,Aniplex,2023-02-17
2728,TWO-MIX: White Reflection,6.76,Music,1,Unknown,2023-02-17
2729,X²: Double X,6.51,"Music, Drama, Shoujo",1,Unknown,2023-02-17
2730,1+2=Paradise,4.92,"Harem, Comedy, Romance, Ecchi, Seinen",2,Agent 21,2023-02-17
2731,Shishunki Bishoujo Gattai Robo Z-Mind,5.93,"Action, Parody, Mecha",6,Unknown,2023-02-17
2732,Baby Baachan,6.56,"Comedy, Drama",53,"Bandai Visual, NHK, Bandai",2023-02-17
2733,MiniPato,6.44,Parody,3,"Bandai Visual, Tohokushinsha Film Corporation",2023-02-17
2734,Mazinkaiser: Shitou! Ankoku Dai Shogun,7.13,"Action, Mecha",1,"Bee Media, Dynamic Planning",2023-02-17
2735,Mugen Senki Portriss,Unknown,"Action, Mecha, Sci-Fi, Shounen",52,"TV Tokyo, Bandai Visual",2023-02-17
2736,Mojakou,7.12,"Comedy, Fantasy, Sci-Fi",74,"TV Tokyo, Shogakukan-Shueisha Productions, SoftX, Studio Jack",2023-02-17
2737,Kouryuu no Mimi: Mina no Shou,5.09,"Action, Super Power, Drama",2,VAP,2023-02-17
2738,Kasumin 3rd Season,Unknown,"Kids, Fantasy",26,NHK,2023-02-17
2739,Highschool Aurabuster: Hikari no Mezame,Unknown,"Drama, Fantasy, Super Power",3,Unknown,2023-02-17
2740,Monkey Turn,6.34,"Action, Sports, Drama, Shounen",25,Unknown,2023-02-17
2741,Monkey Turn V,Unknown,"Action, Sports, Drama, Shounen",25,AIC,2023-02-17
2742,Omoikkiri Kagaku Adventure Sou Nanda!,Unknown,"Comedy, Kids, Sci-Fi",26,"TV Tokyo, Geneon Universal Entertainment, Dentsu, WAO World, Future Planet",2023-02-17
2743,Mobile Suit Gundam SEED: SEED Supernova - Tanekyara Gekijou,7.44,"Parody, Comedy",4,Unknown,2023-02-17
2744,Potemayo,7.3,"Comedy, School, Seinen",12,Lantis,2023-02-17
2745,Jigoku Sensei Nube OVA,7.11,"Action, Supernatural, Comedy, School, Demons, Horror, Shounen",3,Toei Video,2023-02-17
2746,Vexille: 2077 Nihon Sakoku,6.94,"Action, Military, Sci-Fi",1,"Avex Entertainment, Shogakukan-Shueisha Productions, Shochiku, TBS, Yahoo! Japan, Shogakukan",2023-02-17
2747,Tetsuwan Atom,7.11,"Action, Sci-Fi, Adventure, Drama, Mecha, Shounen",193,Meiji Seika,2023-02-17
2748,Dash! Kappei,7.16,"Comedy, Sports, Ecchi, Shounen",65,Fuji TV,2023-02-17
2749,Heisei Inu Monogatari Bow,6.71,"Adventure, Comedy",40,Daiichikosho,2023-02-17
2750,Heisei Inu Monogatari Bow Movie,Unknown,"Adventure, Comedy",1,Unknown,2023-02-17
2751,Miyori no Mori,6.92,"Slice of Life, Fantasy, Drama",1,"Fuji TV, Atelier Musa",2023-02-17
2752,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,7.94,"Action, Comedy, Sports",6,Production I.G,2023-02-17
2753,Ushiro no Shoumen Daare,7.76,"Historical, Drama",1,"TV Tokyo, Nikkatsu",2023-02-17
2754,Cleopatra D.C.,5.88,"Action, Adventure, Sci-Fi",3,"Toei Video, Agent 21",2023-02-17
2755,Cleopatra,5.62,"Sci-Fi, Hentai, Historical",1,Unknown,2023-02-17
2756,Cheonnyeon-yeowoo Yeowoobi,7.3,"Sci-Fi, Drama, Fantasy",1,Yellow Film,2023-02-17
2757,Juuni Senshi Bakuretsu Eto Ranger,6.82,"Action, Fantasy, Comedy",39,Unknown,2023-02-17
2758,Shippuu! Iron Leaguer,6.89,"Mecha, Sci-Fi, Shounen, Sports",52,"TV Tokyo, Sotsu",2023-02-17
2759,Evangelion: 1.0 You Are (Not) Alone,8.07,"Action, Sci-Fi, Psychological, Drama, Mecha",1,"Gainax, Starchild Records, KlockWorx",2023-02-17
2760,Densetsu Kyojin Ideon: Sesshoku-hen,6.12,"Sci-Fi, Space, Drama, Mecha",1,Unknown,2023-02-17
2761,Densetsu Kyojin Ideon: Hatsudou-hen,7.82,"Sci-Fi, Space, Drama, Mecha",1,Unknown,2023-02-17
2762,Igano Kabamaru,7.87,"Action, Adventure, Comedy, Romance, School, Shounen",24,Toho,2023-02-17
2765,Momotarou: Umi no Shinpei,5.23,"Action, Military",1,"Shochiku, Ministry of the Navy",2023-02-17
2766,Super Doll Licca-chan,6.56,"Adventure, Magic, Comedy",52,"TV Tokyo, Dentsu, Genco",2023-02-17
2767,Taneyamagahara no Yoru,5.57,"Fantasy, Kids, Psychological, Slice of Life",1,Unknown,2023-02-17
2768,CLAMP in Wonderland 2,7.47,"Action, Fantasy, Magic, Comedy, Romance, Music, Drama",1,Victor Entertainment,2023-02-17
2769,Galactic Patrol Lensman,6.31,"Action, Adventure, Sci-Fi",25,"Tatsunoko Production, MK Pictures",2023-02-17
2770,SF Shinseiki Lensman,6.11,"Action, Sci-Fi, Adventure, Space",1,Unknown,2023-02-17
2771,Chou Kuse ni Narisou,6.27,"Slice of Life, Comedy, Romance, School, Shoujo",39,Unknown,2023-02-17
2772,Juushin Enbu: Hero Tales,6.86,"Action, Fantasy, Shounen",26,"Square Enix, Genco, Tohokushinsha Film Corporation",2023-02-17
2775,Genocyber,5.83,"Action, Sci-Fi, Horror, Psychological, Mecha",5,Bandai Visual,2023-02-17
2776,Generation of Chaos,3.35,"Action, Adventure, Demons, Fantasy, Magic",1,Idea Factory,2023-02-17
2777,Generation of Chaos Next: Chikai no Pendant,4.36,"Action, Military, Adventure, Romance, Fantasy",1,Idea Factory,2023-02-17
2778,Generation of Chaos III: Toki no Fuuin,4.47,"Action, Adventure, Fantasy, Magic",2,Idea Factory,2023-02-17
2779,Sotsugyou M: Ore-tachi no Carnival,5.51,"Drama, School",2,Unknown,2023-02-17
2780,Kyoufu no Bio Ningen Saishuu Kyoushi,5.55,"Action, Adventure, Comedy, School, Supernatural",1,"animate Film, Movic, Sony Music Entertainment",2023-02-17
2781,Saint Luminous Jogakuin,6.08,"Mystery, Psychological, Supernatural",13,"Genco, Pioneer LDC",2023-02-17
2782,Fire Emblem,5.66,"Action, Adventure, Fantasy, Magic, Shounen",2,KSS,2023-02-17
2783,Oyayubi Hime Monogatari,6.67,"Adventure, Fantasy, Shoujo",26,"Enoki Films, Meruhensha",2023-02-17
2784,Gift: Eternal Rainbow - Ki no Saka Ryokan Kiki Ippatsu!!,6.74,"Harem, Comedy, Magic, Romance, Ecchi",1,Unknown,2023-02-17
2785,OZ,5.47,"Action, Military, Sci-Fi, Drama, Shoujo",2,"Victor Entertainment, Hakusensha",2023-02-17
2786,Bakegyamon,6.68,"Action, Demons, Fantasy, Game, Shounen",51,"TV Tokyo, Dentsu",2023-02-17
2787,Shakugan no Shana II (Second),7.61,"Action, Supernatural, Drama, Romance, Fantasy, School",24,"Geneon Universal Entertainment, ASCII Media Works",2023-02-17
2788,Stratosphera no Yousei,5.72,"Drama, Hentai, Romance, Sci-Fi",3,Unknown,2023-02-17
2789,B-Legend! Battle B-Daman,6.28,"Adventure, Fantasy, Game, Kids",52,"TV Tokyo, Yomiko Advertising, d-rights, Heewon Entertainment",2023-02-17
2790,Oira Sukeban,5.38,"Comedy, Ecchi, School",1,"Studio Signal, Dynamic Planning",2023-02-17
2791,Makasete Iruka!,6.21,"Action, Comedy, School",1,CoMix Wave Films,2023-02-17
2792,Panzer Dragoon,3.28,"Adventure, Fantasy",1,Unknown,2023-02-17
2793,Hi no Tori 2772: Ai no CosmoZone,6.62,"Sci-Fi, Adventure, Space, Drama, Romance, Fantasy",1,Unknown,2023-02-17
2794,Kussetsu,5.99,Hentai,3,Pink Pineapple,2023-02-17
2795,Dragonaut: The Resonance,6.65,"Action, Drama, Fantasy, Mecha, Romance, Sci-Fi",25,"Nihon Ad Systems, Sotsu Music Publishing",2023-02-17
2796,Afro-Ken,5.12,"Comedy, Kids",1,San-X,2023-02-17
2797,Koukou Tekken-den Tough,6.97,"Action, Martial Arts, Shounen",3,AIC,2023-02-17
2798,Hatsu Inu The Animation,7.31,Hentai,2,Unknown,2023-02-17
2799,Hello! Sandybell,7.04,"Adventure, Romance, Shoujo",47,Unknown,2023-02-17
2800,Candy Candy,7.52,"Slice of Life, Drama, Shoujo",115,Unknown,2023-02-17
2801,Candy Candy: Haru no Yobigoe,6.51,"Slice of Life, Drama, Shoujo",1,Unknown,2023-02-17
2802,Candy Candy: Candy no Natsu Yasumi,6.69,"Slice of Life, Drama, Shoujo",1,Unknown,2023-02-17
2803,Densetsu no Yuusha Da Garn,7.06,"Mecha, Sci-Fi, Shounen",46,Nagoya Broadcasting Network,2023-02-17
2804,Hana no Mahoutsukai Mary Bell,6.49,"Adventure, Magic, Fantasy, Shoujo",50,"Big West, TV Setouchi",2023-02-17
2805,Onegai! Samia Don,6.95,"Slice of Life, Comedy, Kids, Magic, Fantasy",39,"Tokyo Movie Shinsha, NHK",2023-02-17
2806,Yadamon,6.15,"Adventure, Comedy, Fantasy",170,Avaco Creative Studios,2023-02-17
2808,Irregular Hunter X: The Day of Sigma,7.21,"Action, Sci-Fi, Mecha, Shounen",1,Unknown,2023-02-17
2809,Fuusen Shoujo Temple-chan,6.18,"Adventure, Comedy, Kids",26,Unknown,2023-02-17
2810,Anime Himitsu no Hanazono,7.05,"Kids, Historical, Drama, Shoujo",39,"NHK, Gakken, Aubec",2023-02-17
2811,Soratobu Yuureisen,6.65,"Adventure, Drama, Mecha, Sci-Fi",1,Unknown,2023-02-17
2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,7.36,"Adventure, Comedy, Kids, Drama, Fantasy",52,TV Tokyo,2023-02-17
2814,Dondon Dommel to Ron,6.65,"Comedy, Kids",52,TV Tokyo,2023-02-17
2815,Geragera Boes Monogatari,7.03,"Comedy, Kids",52,"TV Tokyo, Saban Entertainment",2023-02-17
2816,Toushou Daimos,7.2,"Adventure, Drama, Mecha, Romance, Sci-Fi, Shounen",44,Studio Nue,2023-02-17
2817,Cinderella Monogatari,7.33,"Adventure, Kids, Romance, Fantasy",26,Unknown,2023-02-17
2818,Madou King Granzort,7.02,"Action, Sci-Fi, Comedy, Magic, Fantasy, Mecha, Shounen",41,Atelier Musa,2023-02-17
2819,Dragon Quest: Abel Yuusha Densetsu,6.9,"Action, Adventure, Fantasy, Shounen",43,Nihon Ad Systems,2023-02-17
2820,Time Travel Tondekeman!,7.27,"Action, Kids, Adventure, Comedy",39,Unknown,2023-02-17
2821,Bad End,5.35,Hentai,2,Y.O.U.C,2023-02-17
2822,Bamboo Bears,6.07,Comedy,52,Unknown,2023-02-17
2823,Barbapapa,6.16,"Fantasy, Comedy",45,KSS,2023-02-17
2824,Barbapapa Sekai wo Mawaru,6.01,"Adventure, Comedy",50,Kodansha,2023-02-17
2825,Arabian Nights: Sindbad no Bouken (TV),7.2,"Adventure, Fantasy, Magic, Romance",52,Studio Jack,2023-02-17
2826,Oz no Mahoutsukai (1986),6.73,"Adventure, Kids, Fantasy",52,TV Tokyo,2023-02-17
2827,Calimero,6.23,Comedy,45,Unknown,2023-02-17
2828,Ie Naki Ko,7.79,"Adventure, Drama, Historical, Kids, Slice of Life",51,Unknown,2023-02-17
2829,Ie Naki Ko Remy,7.93,"Adventure, Slice of Life, Historical, Drama",23,Fuji TV,2023-02-17
2830,Chibikko Remi to Meiken Kapi,5.87,"Slice of Life, Adventure, Drama",1,Unknown,2023-02-17
2831,Ie Naki Ko (Movie),6.53,"Slice of Life, Adventure, Drama",1,Tokyo Movie Shinsha,2023-02-17
2832,Ani*Kuri15,6.79,"Slice of Life, Adventure, Fantasy, Magic, Game, Martial Arts, Comedy, Mecha, Super Power, Supernatural, School, Drama, Sci-Fi",15,Unknown,2023-02-17
2833,Gulliver no Uchuu Ryokou,5.86,"Adventure, Sci-Fi",1,Unknown,2023-02-17
2834,Miracle☆Girls,7.12,"Drama, Magic, Shoujo",51,Asatsu DK,2023-02-17
2835,Patalliro!,7.29,"Adventure, Comedy, Romance, Shoujo, Shounen Ai",49,Unknown,2023-02-17
2836,Chiisana Viking Vickie,6.58,"Adventure, Comedy, Historical, Kids",78,Mushi Production,2023-02-17
2837,Ariel Deluxe,5.6,"Action, Comedy, Mecha, Sci-Fi",2,animate Film,2023-02-17
2838,Toushin Toshi II,5.78,"Adventure, Fantasy, Hentai, Romance",3,"Pink Pineapple, AIC",2023-02-17
2839,Ariel Visual,5.45,"Action, Comedy, Mecha, Sci-Fi",2,animate Film,2023-02-17
2840,Youkoso Lodoss-tou e!,6.13,"Comedy, Parody",1,AIC,2023-02-17
2841,Kuro Ai: Hitoyozumakan Inkou Rannyuuroku,6.72,Hentai,2,"Green Bunny, Shinkuukan",2023-02-17
2842,Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,6.5,"Adventure, Fantasy",1,Nintendo of America,2023-02-17
2847,Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai,7.26,"Action, Adventure, Comedy, Drama, Fantasy, Kids",1,Studio Jack,2023-02-17
2848,Kappa no Coo to Natsuyasumi,7.53,"Adventure, Demons, Shounen",1,"Dentsu, TV Asahi, Shochiku, Sony Music Entertainment, Dentsu Tec, Imagine",2023-02-17
2851,Ninkuu (Movie),6.14,"Action, Adventure, Comedy, Historical, Martial Arts, Shounen",1,Unknown,2023-02-17
2852,Accelerando: Datenshi-tachi no Sasayaki,6.86,Hentai,4,Pink Pineapple,2023-02-17
2858,Ikusa Otome Valkyrie,6.2,Hentai,2,"Kitty Films, Himajin Planning",2023-02-17
2859,Ikusa Otome Valkyrie Shinshou,6.14,Hentai,2,Himajin Planning,2023-02-17
2861,Seifuku Shojo The Animation,6.27,Hentai,2,"Pink Pineapple, Soft Garage",2023-02-17
2862,Tokineiro,5.12,Hentai,2,Discovery,2023-02-17
2863,21-ji no Onna: Newscaster Katsuragi Miki,5.81,Hentai,3,Milky Animation Label,2023-02-17
2864,2x1,5.25,Hentai,2,NuTech Digital,2023-02-17
2866,Ane☆Haramix,6.81,Hentai,4,"Pixy, Studio Ten Carat, Anime Antenna Iinkai",2023-02-17
2867,Ane Jiru The Animation: Shirakawa Sanshimai ni Omakase,6.98,Hentai,2,Pink Pineapple,2023-02-17
2868,Kazama Mana,6.17,Hentai,1,Kitty Media,2023-02-17
2869,Nanase Ren,6.15,Hentai,1,Animax,2023-02-17
2870,Yagami Yuu,6.38,Hentai,1,Unknown,2023-02-17
2871,Bakunyuu Oyako,6.25,"Hentai, School",2,"Digital Works, Y.O.U.C",2023-02-17
2872,Asgaldh: The Distortion Testament,5.72,Hentai,3,Discovery,2023-02-17
2873,Bible Black Only Version,6.8,Hentai,2,"Milky Animation Label, Kitty Films, Active",2023-02-17
2874,Charm Point 1: Sister's Rondo,5.56,Hentai,1,Unknown,2023-02-17
2875,Chikan Monogatari,6.23,Hentai,2,Y.O.U.C,2023-02-17
2876,Hoshi no Orpheus,5.34,"Fantasy, Kids",1,Sanrio,2023-02-17
2881,Chinmoku no Kantai,6.32,"Action, Military, Drama, Seinen",3,Unknown,2023-02-17
2882,Anime Oyako Gekijou,5.99,"Kids, Adventure, Fantasy, Historical, Sci-Fi",26,Unknown,2023-02-17
2883,Iyashite Agerun Saiyuuki,6.44,"Hentai, Parody",1,Oz,2023-02-17
2884,Aachi wa Ssipak,6.67,"Action, Comedy",1,Unknown,2023-02-17
2885,Ganbare Goemon,6.09,"Comedy, Shounen",23,Konami,2023-02-17
2889,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,7.45,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",1,Shueisha,2023-02-17
2890,Gake no Ue no Ponyo,7.89,"Adventure, Fantasy",1,"Dentsu, d-rights, Toho",2023-02-17
2891,Iblard Jikan,6.95,Fantasy,1,Unknown,2023-02-17
2892,Hakushon Daimaou,6.09,"Comedy, Fantasy",52,Unknown,2023-02-17
2894,Kinbaku no Yakata: Ryakudatsu,5.43,Hentai,2,Digital Works,2023-02-17
2895,Kujiratori,6.29,Adventure,1,Unknown,2023-02-17
2896,Houkago: Nureta Seifuku,6.42,Hentai,3,"Milky Animation Label, T-Rex, JapanAnime",2023-02-17
2897,Nandarou,5.23,Comedy,1,Unknown,2023-02-17
2899,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,7.19,Mystery,1,"Geneon Universal Entertainment, Frontier Works, Sotsu",2023-02-17
2901,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,7.12,"Action, Comedy, Mystery, Police",1,Unknown,2023-02-17
2903,Sakigake!! Otokojuku,7.38,"Action, Comedy, Martial Arts, School, Shounen",34,Lantis,2023-02-17
2904,Code Geass: Hangyaku no Lelouch R2,8.91,"Action, Military, Sci-Fi, Super Power, Drama, Mecha",25,"Bandai Visual, Mainichi Broadcasting System, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners",2023-02-17
2905,Ikkitousen: Dragon Destiny Specials,6.65,"Super Power, Ecchi, Martial Arts, School",6,Genco,2023-02-17
2906,Rokushin Gattai GodMars: Juunana-sai no Densetsu,6.01,"Action, Sci-Fi, Space, Mecha",1,Tokyo Movie Shinsha,2023-02-17
2907,Cyborg Kuro-chan,7.1,"Comedy, Sci-Fi",66,"Public & Basic, Imagine",2023-02-17
2910,Koi Koi 7 Specials,5.92,"Comedy, Ecchi",7,Studio Flag,2023-02-17
2911,Kyoushirou to Towa no Sora Specials,6.55,"Drama, Magic, Romance, Shounen",6,Unknown,2023-02-17
2912,Ohayou! Spank,6.6,"Slice of Life, Comedy",63,Asahi Broadcasting,2023-02-17
2913,Daisougen no Chiisana Tenshi: Bush Baby,7.01,"Adventure, Drama",40,Fuji TV,2023-02-17
2915,Chikyuu ga Ugoita Hi,6.42,"Drama, Historical",1,"Magic Capsule, Kyodo Eiga, Orix, GoGo Visual Planning, Company AZA",2023-02-17
2916,Genki Bakuhatsu Ganbaruger,6.75,"Mecha, Shounen",47,"TV Tokyo, Yomiuri Advertising",2023-02-17
2917,Seijun Kango Gakuin,6.23,"Comedy, Hentai",3,Discovery,2023-02-17
2920,Ashita no Joe (Movie),7.12,"Action, Drama, Shounen, Sports",1,Unknown,2023-02-17
2921,Ashita no Joe 2,8.67,"Action, Drama, Shounen, Slice of Life, Sports",47,Annapuru,2023-02-17
2922,Ashita no Joe 2 (Movie),7.27,"Drama, Sports",1,Unknown,2023-02-17
2923,Shugo Chara!,7.43,"Comedy, Magic, School, Shoujo",51,"TV Tokyo, Sotsu, Pony Canyon",2023-02-17
2924,ef: A Tale of Memories.,7.95,"Mystery, Drama, Romance",12,Rondo Robe,2023-02-17
2927,KimiKiss Pure Rouge,7.33,"Drama, Romance, School",24,"Bandai Visual, Lantis",2023-02-17
2928,.hack//G.U. Returner,6.72,"Magic, Adventure, Fantasy, Game, Sci-Fi, Drama",1,"Bandai Visual, CyberConnect2",2023-02-17
2929,Moonlight Mile 2nd Season: Touch Down,7.36,"Adventure, Drama, Sci-Fi, Space",14,Unknown,2023-02-17
2930,Tensai? Dr. Hamax,Unknown,Comedy,12,"Trans Arts, Tohokushinsha Film Corporation",2023-02-17
2931,Mokke,7.07,"Slice of Life, Supernatural, Mystery",24,"Kodansha, Nagoya Broadcasting Network",2023-02-17
2933,Mirai Keisatsu Urashiman,6.64,"Action, Sci-Fi, Comedy, Police",50,Fuji TV,2023-02-17
2934,Shiawase Sou no Okojo-san,6.51,Comedy,51,"Sotsu, Radix",2023-02-17
2935,Ryokan Shirasagi,6.12,Hentai,2,Discovery,2023-02-17
2936,Private Emotion,5.44,Hentai,2,Unknown,2023-02-17
2937,Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,7.08,Shoujo,1,Unknown,2023-02-17
2938,Idol Densetsu Eriko,6.82,Music,51,"Youmex, Big West",2023-02-17
2941,Elysium,5.37,"Action, Mecha, Sci-Fi",1,Unknown,2023-02-17
2942,Sketchbook: Full Color's,7.39,"Slice of Life, Comedy",13,"Media Factory, Shochiku, AT-X, TV Tokyo Music, TYO, Mag Garden",2023-02-17
2943,Inbaku Gakuen,6.28,"Hentai, School",3,"NuTech Digital, JapanAnime",2023-02-17
2944,Seisai,5.4,"Dementia, Fantasy, Hentai, Horror",2,Unknown,2023-02-17
2945,Hitozuma Ryoujoku Sankanbi,6.24,Hentai,2,"Milky Animation Label, JapanAnime",2023-02-17
2946,Angel Core: Tenshi-tachi no Sumika,5.62,"Action, Mecha, Hentai, Military, Historical",2,Blue Eyes,2023-02-17
2947,Ojamajo Doremi Sharp Movie,7.11,"Kids, Magic, Shoujo",1,Unknown,2023-02-17
2948,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,7.15,"Kids, Magic, Shoujo",1,Unknown,2023-02-17
2950,Doubutsu no Mori,7.08,"Kids, Slice of Life",1,"Studio Jack, Nippon Television Network",2023-02-17
2951,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,8.08,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Mecha, Shounen",1,"Audio Highs, Miracle Robo",2023-02-17
2952,Final Fantasy VII: Advent Children Complete,7.96,"Action, Fantasy, Super Power",1,Unknown,2023-02-17
2953,Egao,6.51,"Music, Slice of Life, Kids",1,NHK,2023-02-17
2954,Maria-sama ga Miteru 3rd Specials,7.35,Comedy,5,Unknown,2023-02-17
2955,Hana no Joshi Announcer: Newscaster Etsuko,6.46,Hentai,2,Discovery,2023-02-17
2956,Shin-ban Megami Tantei Vinus File,5.79,Hentai,2,NuTech Digital,2023-02-17
2957,Okusama wa Mahoutsukai,5.83,Hentai,2,"Digital Works, Y.O.U.C",2023-02-17
2958,Hitozuma Cosplay Kissa,6.0,Hentai,2,Milky Animation Label,2023-02-17
2959,Utsukushiki Sei no Dendoushi Reirei,5.49,"Hentai, Yuri",2,AIC,2023-02-17
2960,Kininaru Roommate,6.58,Hentai,2,Milky Animation Label,2023-02-17
2961,Digimon Adventure Movie,7.57,"Action, Fantasy, Kids, Sci-Fi",1,Unknown,2023-02-17
2962,Digimon Adventure 02 Movies,7.12,"Adventure, Fantasy, Kids, Sci-Fi",2,Bandai Visual,2023-02-17
2963,Minami-ke,7.69,"Slice of Life, Comedy, School",13,"Starchild Records, Magic Capsule, Eye Move, Sunny Side Up",2023-02-17
2964,Blue Drop: Tenshi-tachi no Gikyoku,6.73,"Sci-Fi, Drama, Shoujo Ai",13,"BeSTACK, Memory-Tech, Showgate",2023-02-17
2965,Suteki Tantei Labyrinth,6.74,"Mystery, Sci-Fi",25,Sotsu,2023-02-17
2966,Ookami to Koushinryou,8.27,"Adventure, Fantasy, Historical, Romance",13,"Victor Entertainment, Pony Canyon, Movic, Kadokawa Pictures Japan",2023-02-17
2967,Saishuu Shiken Kujira,5.06,"Comedy, Ecchi, Mystery, School, Supernatural",12,Starchild Records,2023-02-17
2969,Appleseed Saga Ex Machina,7.36,"Action, Mecha, Military, Sci-Fi",1,Sega,2023-02-17
2970,Night Wizard,6.69,"Adventure, Fantasy, Magic, Shounen",13,TYO,2023-02-17
2971,Kyou kara Maou! R,7.46,"Adventure, Comedy, Demons, Fantasy, Shoujo",5,Unknown,2023-02-17
2972,Kindan no Mokushiroku: Crystal Triangle,4.62,"Adventure, Military, Demons, Mystery",1,"Movic, Sony Music Entertainment, Project Team Eikyuu Kikan",2023-02-17
2973,Fire Tripper,6.62,"Fantasy, Sci-Fi",1,Unknown,2023-02-17
2974,The Humanoid: Ai no Wakusei Lezeria,4.83,"Space, Mecha, Drama, Sci-Fi",1,Toshiba EMI,2023-02-17
2977,Youjuu Sensen Adventure Kid,5.32,"Fantasy, Hentai, Demons, Horror",3,Unknown,2023-02-17
2978,Shin Getter Robo,7.35,"Action, Adventure, Mecha, Sci-Fi, Demons, Horror, Shounen",13,"Bee Media, Dynamic Planning",2023-02-17
2979,Akiko,5.36,Hentai,2,"Pink Pineapple, Triple X",2023-02-17
2980,Kuusou Kagaku Sekai Gulliver Boy,6.44,"Action, Adventure, Fantasy, Magic, Mecha",50,Unknown,2023-02-17
2981,Chika Gentou Gekiga: Shoujo Tsubaki,5.25,"Drama, Historical, Horror",1,"Imagica, Mippei Eigeki Kiryuukan",2023-02-17
2982,Yuuwaku,6.56,"Hentai, School",2,Discovery,2023-02-17
2983,Digital Devil Story: Megami Tensei,5.21,"Adventure, Mystery, Horror, Demons, Psychological, Supernatural, Drama, Fantasy, School",1,"Movic, Tokuma Shoten, Tokuma Japan",2023-02-17
2985,Majin Tantei Nougami Neuro,7.62,"Mystery, Comedy, Demons, Supernatural, Shounen",25,"VAP, Shueisha",2023-02-17
2986,Bamboo Blade,7.34,"Comedy, School, Seinen, Sports",26,"Square Enix, d-rights, Studio Tulip, KlockWorx, flying DOG",2023-02-17
2987,Ginga Hyouryuu Vifam,7.13,"Action, Sci-Fi, Adventure, Space, Mecha",46,Unknown,2023-02-17
2988,Mahou Shoujo Ai,6.54,"Action, Hentai, Horror, Supernatural",5,"Milky Animation Label, Shinkuukan, JapanAnime",2023-02-17
2989,Classmate no Okaasan,6.03,"Hentai, School",2,Y.O.U.C,2023-02-17
2990,Mini Skirt Gakuen,4.54,Hentai,1,Obtain Future,2023-02-17
2991,Harumi-chan no Oita,5.22,Hentai,1,"Adult Source Media, Obtain Future",2023-02-17
2993,Rosario to Vampire,6.84,"Harem, Comedy, Romance, Ecchi, Vampire, Fantasy, School, Shounen",13,"GDH, Yomiko Advertising, Happinet Pictures, Atelier Musa, Shueisha, Sotsu Music Publishing, Imagine",2023-02-17
2994,Death Note: Rewrite,7.71,"Mystery, Police, Psychological, Supernatural, Thriller",2,Shueisha,2023-02-17
